id	name	category	lat	lng	address	description	dogFriendlyScore	routePriorityScore	accessibilityScore	safetyScore	dogSizeAllowed	indoorAllowed	parkingAvailable	reservationRequired	leashRequired	source	lastChecked	notes
park-dukyi-002	덕이근린1	PARK	37.701779	126.7544876	경기 고양시 일산서구 덕이동 산145-1	덕이동 내부 짧은 산책 후보. 보호자 운동 병행 가능.	3	3	4	3	SMALL|MEDIUM|LARGE	FALSE		FALSE	TRUE	전국도시공원 지도|우리천사	2026-05-10	반려견 산책 안내, 목줄 표지판, 쓰레기통, 조명, 배변봉투함 온라인 확인 부족.
park-dukyi-003	덕이근린2	PARK	37.69601631	126.7494325	경기 고양시 일산서구 덕이동 산131-7	짧은 동네 산책 보조 후보. 조용한 루트 구성용.	3	3	3	3	SMALL|MEDIUM|LARGE	FALSE		FALSE	TRUE	클럽리치투어	2026-05-10	반려견 산책 가능 안내, 조명, 벤치, 쓰레기통, 배변처리 편의 온라인 확인 부족.
cafe-mojjine-hocance-001	모찌네 호캉스	CAFE	37.437092	127.1410013	경기 성남시 중원구 산성대로 202 성남빌딩 4층	애견카페 겸 애견호텔·놀이방 운영 후보. 1인 입장료 1만원, 매너벨트·예방접종 등 이용 제한 확인 필요.	4	4	4	4	SMALL|MEDIUM	TRUE	FALSE	FALSE	TRUE	팀원조사; 주소좌표 확인: jusoga/findby	2026-05-18	운영시간 14:00~20:00, 목요일 정기휴무. 중성화 안 됨/마킹 심한 경우 매너벨트 필수, 예방접종·생리·전염병·입질/난폭 행동 제한.
hospital-raeon-001	래온 동물병원	HOSPITAL	37.4350665	127.1383914	경기 성남시 중원구 광명로 89 센트럴푸르지오시티 134, 135호	치과·심장초음파·슬개골탈구·피부·수술 진료 후보 동물병원.	3	5	4	4	SMALL|MEDIUM|LARGE	TRUE	FALSE	TRUE	TRUE	팀원조사; 주소좌표 확인: findby/업체창고	2026-05-18	운영시간 09:30~20:00, 휴게시간 12:30~13:30, 일요일 정기휴무. 예약 필요 여부와 주차 가능 여부는 최종 확인 필요.
store-kangkangpet-taepyeong-001	캉캉펫 태평점	PET_STORE	37.44294	127.13583	경기 성남시 수정구 탄리로 77 1층	사료·간식·옷·리드줄·배변패드·산책용품 등 취급 반려동물 용품점.	3	4	4	3	SMALL|MEDIUM	TRUE	FALSE	FALSE	TRUE	팀원조사; 주소 확인: 114On/ZiwiPets; 좌표는 인접 주소 기준 보정	2026-05-18	운영시간 10:00~20:30, 1·3번째 월요일 정기휴무. 좌표는 탄리로 76·79-1 인접 좌표를 기준으로 보정했으므로 최종 지도 확인 권장.
store-amudoeopgae-seongnam-sinheung-001	아무도없개 성남신흥점	PET_STORE	37.44237478	127.1440902	경기 성남시 수정구 시민로156번길 7-1 1층	24시간 무인 반려용품 편의점. 수제 간식 판매.	3	4	4	3	SMALL|MEDIUM	TRUE	FALSE	FALSE	TRUE	팀원조사; 주소 확인: 업체창고; 좌표는 시민로156번길 7 기준	2026-05-18	팀원 파일에는 '아무도없개 수진점'으로 기재되어 있으나, 같은 주소의 웹 정보는 '아무도없개 성남신흥점'으로 확인됨. 지점명 최종 확인 필요.
park-seongnam-1st-industrial-park-001	제1공단근린공원·성남시 박물관 옥상 반려견놀이터	PARK	37.4468	127.1501	경기 성남시 수정구 희망로 475 성남시 박물관	성남시 박물관 5층 옥상 반려견놀이터가 있는 산책 후보지. 소형견 위주 이용.	4	4	4	4	SMALL	FALSE	TRUE	FALSE	TRUE	팀원조사; 성남시박물관/반려견놀이터 웹확인	2026-05-18	팀원 파일의 '희망대근린공원/신흥동 2460-5' 정보는 성남시 박물관·제1공단근린공원과 연결되는 내용으로 보임. 이용대상 소형견 체고 40cm, 8kg 미만, 운영시간 09:30~17:30, 월요일 휴무.
toilet-seongnam-museum-dog-playground-001	성남시 박물관 옥상 반려견놀이터 배변봉투함	TOILET	37.44685	127.15015	경기 성남시 수정구 희망로 475 성남시 박물관 5층 옥상	반려견 놀이터 내 배변봉투함 비치 후보.	4	4	4	4	SMALL	FALSE	TRUE	FALSE	TRUE	팀원조사; 성남시박물관 반려견놀이터 후기 웹확인	2026-05-18	배변봉투함 비치 정보는 팀원 조사 기준. 실제 봉투 재고·위생 상태는 현장 확인 필요.
park-yeongjang-001	영장근린공원	PARK	37.45115107	127.1380153	경기 성남시 수정구 태평동 224-3	자연수림대와 산책로가 있는 근린공원. 그늘이 많고 상시 개방.	4	4	3	4	SMALL|MEDIUM|LARGE	FALSE	TRUE	FALSE	TRUE	팀원조사; 열린관광/ktourmap/yoonoo 위치정보 확인	2026-05-18	목줄 착용, 맹견 입마개 착용. 주차 가능 자료 있음. 정확한 반려견 안내 표지와 배변시설은 현장 확인 필요.
park-seongnam-sports-ssireum-001	성남종합운동장 씨름장 근처 녹지 후보	PARK	37.43179484	127.139465	경기 성남시 중원구 제일로 60 성남종합운동장	성남종합운동장 씨름장 주변 녹지 후보. 공원 여부와 반려견 산책 가능 여부 확인 필요.	2	2	4	3	SMALL|MEDIUM|LARGE	FALSE	TRUE	FALSE	TRUE	팀원조사; 성남시 공공체육시설/성남종합운동장 좌표 자료 확인	2026-05-18	팀원 파일에서 주소 미기재. 웹상 성남종합운동장 주소와 씨름장 위치는 확인되지만, '공원' 핀으로 등록할지는 보류 권장. 현장 확인 후 유지/삭제 결정.
hospital-cheese-bucheon-001	치즈동물병원	HOSPITAL	37.46187	126.8127	경기 부천시 소사구 범안로 227 3층 308, 309호	응급진료 가능 동물병원. 강아지·고양이 진료, 대기공간 분리, 진료비 안내 양호. 병원 내 배변봉투 구비.	4	5	4	5	SMALL|MEDIUM|LARGE	TRUE	TRUE	TRUE	TRUE	팀원 현장조사; 오현석	2026-05-10	야간진료는 하지 않음. 중성화 수술·스케일링·건강검진은 예약 필요. 고양이/강아지 대기 구역 구분. 미용·호텔은 없고 사료·간식 일부 판매.
store-wagthedog-bucheon-001	왝더독	PET_STORE	37.46236	126.8125	경기 부천시 소사구 범안로 227 1층 101호	24시간 무인 반려동물 용품점. 사료·간식·장난감·목줄·하네스·리드줄 등 산책용품 구매 가능.	4	5	4	4	SMALL|MEDIUM|LARGE	TRUE	TRUE	FALSE	TRUE	팀원 현장조사; 오현석	2026-05-10	반려동물 동반 입장 가능. 대형견 용품, 수제간식, 특수식 판매. 배변봉투는 확인하지 못했고 배변패드와 산책용품은 있음. 무인매장이라 상담은 오픈채팅방/인스타 이용 필요. 횡단보도 하나만 건너면 산책로 있음.
cafe-tasha-bucheon-001	카페타샤	CAFE	37.46938	126.8121	경기 부천시 소사구 양지남로 45-1 102호	24시간 운영하는 반려동물 동반 가능 카페. 실내 동반 가능, 대형견 출입 가능, 산책로 인접.	3	4	4	3	SMALL|MEDIUM|LARGE	TRUE	TRUE	FALSE	FALSE	팀원 현장조사; 오현석	2026-05-10	목줄 또는 이동가방 규정은 확인되지 않음. 실내 3테이블, 야외 1테이블로 공간이 넓지는 않음. 물그릇 제공 없음, 반려견 전용 메뉴 없음. 짖음/민감한 반려견은 다른 손님이 없을 때 적합. 콘센트와 화장실 있음.
park-sandeul-history-culture-001	산들역사문화공원	PARK	37.462211	126.8149777	경기 부천시 소사구 범안로 225-2 청주한씨청평군파종중	언덕 위에 있는 약 250m 규모 산책 후보지. 보행로가 청결하고 차량·도로와 분리가 잘 되어 있음.	4	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	FALSE	팀원 현장조사; 오현석	2026-05-10	반려견 산책 가능. 목줄 착용 의무 안내는 따로 확인되지 않음. 조명, 벤치, 그늘 있음. 쓰레기통은 공용화장실에만 있음. 음수대와 배변봉투함 없음. 경사도는 심하지 않고 유모차·노견 이동 가능. 야간 산책은 보호자가 불안할 수 있음.
park-198-neighborhood-bucheon-001	198호 근린공원	PARK	37.4694	126.8113	경기 부천시 소사구 양지남로 40	약 500m 규모의 평탄한 근린공원 산책 후보지. 보행로가 청결하고 조명·벤치·그늘이 있음.	4	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	팀원 현장조사; 오현석	2026-05-10	반려견 산책 가능. 목줄 착용 의무. 바로 옆에 도로가 있으나 분리되어 있음. 쓰레기통은 공용화장실에만 있음. 음수대와 배변봉투함 없음. 유모차·노견 이동 가능. 야간 산책도 괜찮아 보이고 사람·자전거 통행량 많지 않음.
park-dandae-001	단대공원	PARK	37.45469643	127.15891032	경기 성남시 수정구 단대로16번길 25	단대동·산성동 일대 근린공원. 산책로와 그늘, 화장실, 음수대 등 편의시설이 있는 산책 후보지.	4	4	4	4	SMALL|MEDIUM|LARGE	FALSE	TRUE	FALSE	TRUE	팀원 현장조사; 세은; 성남시 공원자료; 주소좌표 보정	2026-05-18	문서에는 단대공원 현장 사진이 포함됨. 성남시 자료 기준 단대공원은 단대동·산성동 일원 근린공원이며 산책로, 화장실, 음수대, 정자 등 시설 확인. 반려견 안내 표지, 배변봉투함, 야간 조명 상태는 현장 최종 확인 필요.
hospital-hue-medical-center-001	휴 동물의료센터	HOSPITAL	37.4455	127.1466	경기도 성남시 수정구 산성대로 309 고려빌딩 2~3층	성남 신흥역 인근 24시간 동물의료센터. 응급진료와 야간진료가 가능한 병원 후보.	4	5	5	5	SMALL|MEDIUM|LARGE	TRUE	TRUE	TRUE	TRUE	팀원 현장조사; 세은; 휴 동물의료센터 공식정보; 좌표보정	2026-05-18	공식 정보 기준 24시간 진료, 주간진료 09:00~21:00, 야간진료 21:00~09:00. 건물 내 지하주차장 및 건물 뒤 공영주차장 이용 가능. 정확 좌표는 산성대로 309 주소 기준 보정값이므로 지도에서 최종 확인 권장.
cafe-bandog-001	Ban dog 카페	CAFE	37.4566	127.1284	경기도 성남시 수정구 복정로 63-1	복정동 애견카페. 실내 동반 가능, 모든 크기 반려견 입장 가능 후보.	5	5	4	4	SMALL|MEDIUM|LARGE	TRUE	FALSE	FALSE	TRUE	팀원 현장조사; 세은; 멍클럽 정보; 좌표보정	2026-05-18	멍클럽 자료 기준 매일 10:00~21:00, 연중무휴, 주차 불가, 실내 동반 가능, 반려견 크기 제한 없음. 현장 사진상 4층 Ban Dog Cafe 표시 확인. 운영시간과 입장료는 방문 전 재확인 권장.
park-bokwoomul-001	복우물공원	PARK	37.45551308	127.1280969	경기 성남시 수정구 복정동 697	복정동 중심부의 짧은 산책 후보지. 가천대·복정역 생활권에서 접근하기 좋은 공원.	4	5	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 현장확인필요	2026-05-22	목줄 착용, 배변 처리, 야간 조명, 벤치, 쓰레기통 위치는 현장 확인 필요. 산책 루트 다양성 확보용 핵심 공원 핀.
toilet-bokwoomul-001	복우물공원 배변처리 후보 지점	TOILET	37.45565	127.12825	경기 성남시 수정구 복정동 697 인근	복우물공원 산책 전후 배변 처리 후보 지점.	3	4	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 현장확인필요	2026-05-22	실제 배변봉투함 여부는 확인 필요. 쓰레기통, 공원 출입구, 배변 처리 가능 위치 현장 확인 권장.
park-bokjeong-001	복정공원	PARK	37.4677109	127.1278633	경기 성남시 수정구 복정동 635	복정동 북측 산책 후보지. 주거지와 가까워 짧은 산책 루트에 활용 가능.	3	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 현장확인필요	2026-05-22	공원 규모, 반려견 안내 표지, 조명, 벤치, 쓰레기통 위치는 현장 확인 필요.
toilet-bokjeong-park-001	복정공원 배변처리 후보 지점	TOILET	37.46785	127.12795	경기 성남시 수정구 복정동 635 인근	복정공원 이용 시 배변 처리 후보 지점.	3	3	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 현장확인필요	2026-05-22	공식 배변봉투함 여부는 확인 필요. 공원 내 쓰레기통 또는 화장실 인근 현장 확인 권장.
park-giwatgol-001	기왓골어린이공원	PARK	37.46378222	127.1276765	경기 성남시 수정구 복정로118번길 7	복정동 주거지 안쪽의 소규모 산책 후보지. 짧은 산책이나 회귀 루트에 적합.	3	3	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 현장확인필요	2026-05-22	어린이공원 특성상 혼잡 시간, 반려견 출입 안내, 목줄 표지판 확인 필요.
park-tancheon-gachon-start-001	탄천 산책로 가천대 방향 진입점	PARK	37.45055	127.1264	가천대역·탄천 인근	가천대 주변에서 탄천 산책로로 진입하는 후보 지점. 산책 루트 시작점으로 활용 가능.	4	5	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반 산책경유점; 현장확인필요	2026-05-22	실제 진입 계단, 횡단보도, 보행 안전성, 야간 조명 확인 필요. 산책 루트 다양성 확보용 경유점.
park-tancheon-mid-001	탄천 산책로 중간 경유점	PARK	37.4537	127.1268	성남시 수정구 탄천 산책로 인근	탄천 산책 중간 회귀점 후보. 짧은 루트와 보통 루트 모두에 활용 가능.	4	5	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반 산책경유점; 현장확인필요	2026-05-22	보행로 폭, 자전거 통행량, 그늘, 벤치, 배변 처리 가능 위치 확인 필요.
park-tancheon-bokjeong-bridge-001	탄천 복정 방향 연결 지점	PARK	37.4584	127.1269	복정동 탄천 산책로 인근	복정동과 탄천 산책로를 연결하는 산책 경유 후보 지점.	4	5	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반 산책경유점; 현장확인필요	2026-05-22	다리·횡단보도·보행 연결성 확인 필요. 복정공원, 복우물공원과 연결하는 루트에 적합.
park-tancheon-taepyeong-001	탄천 태평 방향 산책 지점	PARK	37.4445	127.1268	태평동 탄천 산책로 인근	가천대 남측·태평 방향으로 이어지는 탄천 산책 후보 지점.	4	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반 산책경유점; 현장확인필요	2026-05-22	태평역 방향 산책 확장용 경유점. 야간 조명, 자전거 통행량, 배변 처리 가능 위치 확인 필요.
toilet-tancheon-gachon-001	탄천 가천대 방향 배변처리 후보 지점	TOILET	37.4499	127.1269	가천대역·탄천 산책로 인근	탄천 산책 전후 배변 처리 후보 지점.	3	5	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반 산책경유점; 현장확인필요	2026-05-22	공식 배변봉투함 여부는 확인 필요. 쓰레기통, 화장실, 산책로 출입구 위치 현장 확인 권장.
park-tancheon-wetland-001	탄천민물고기습지생태원	PARK	37.44974548	127.1270219	경기 성남시 수정구 태평동 탄천 인근	탄천변 생태 산책 후보지. 가천대 주변 산책 루트의 자연형 경유지로 활용 가능.	4	5	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 현장확인필요	2026-05-22	반려견 출입 안내, 자전거 통행량, 야간 조명, 배변 처리 가능 지점 확인 필요.
park-gachon-station-walk-001	가천대역 산책 출발 후보 지점	PARK	37.4488	127.1268	가천대역 인근	가천대역에서 탄천·복정동 방면 산책을 시작하기 좋은 출발 후보 지점.	3	4	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반 산책경유점; 현장확인필요	2026-05-22	실제 공원 시설이 아닌 산책 경유점. 보행 안전성, 횡단보도, 인도 폭 확인 필요.
park-gachon-campus-east-001	가천대 동측 산책 연결 지점	PARK	37.4509	127.1287	경기 성남시 수정구 성남대로 가천대 인근	가천대 주변에서 복정동·탄천 산책로로 연결하기 위한 기준 경유점.	3	4	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반 산책경유점; 현장확인필요	2026-05-22	학교 주변 보행 동선 확인 필요. 실제 반려견 산책 가능 구역은 현장 확인 필요.
cafe-tcourse-001	티코스커피	CAFE	37.4539	127.1273	경기 성남시 수정구 복정로 10	가천대·복정동 생활권 카페 후보. 산책 후 보호자 휴식 지점으로 활용 가능.	3	4	5	4	SMALL|MEDIUM	TRUE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 동반조건확인필요	2026-05-22	반려견 실내 동반 가능 여부, 운영시간, 주차, 물그릇 제공 여부는 방문 전 확인 필요.
cafe-bokjeong-rest-001	복정동 카페 휴식 후보 지점	CAFE	37.4562	127.1281	경기 성남시 수정구 복정동 690번지 일대	복정동 산책 후 휴식용 카페 후보 밀집 지점.	3	3	4	4	SMALL|MEDIUM	TRUE	FALSE	FALSE	TRUE	지도좌표기반 후보지; 현장확인필요	2026-05-22	특정 매장 확정 전 임시 후보 지점. 실제 반려견 동반 가능 카페로 교체 권장.
cafe-wirye-nearby-001	위례 카페 후보 지점	CAFE	37.4680	127.1534	경기 성남시 수정구 위례순환로 인근	가천대 권역에서 반경을 넓혔을 때 활용 가능한 위례 방향 카페 후보.	4	3	3	4	SMALL|MEDIUM	TRUE	TRUE	FALSE	TRUE	온라인조사; 좌표보정; 동반조건확인필요	2026-05-22	가천대에서 거리가 있어 반경 3km 이상에서 활용 권장. 반려견 동반 조건, 운영시간, 주차 확인 필요.
hospital-iple-001	이플동물병원	HOSPITAL	37.4564	127.1286	경기 성남시 수정구 복정로 35	복정동 동물병원 후보. 산책 중 이상 발생 시 안전망 역할 가능.	3	5	5	4	SMALL|MEDIUM|LARGE	TRUE	FALSE	TRUE	TRUE	온라인조사; 좌표보정; 진료정보확인필요	2026-05-22	진료시간, 예약 필요 여부, 야간·응급진료 여부, 주차 가능 여부 확인 필요.
hospital-taepyeong-station-001	태평역 동물병원 후보	HOSPITAL	37.4408	127.1269	경기 성남시 수정구 성남대로 1222 인근	태평역 인근 동물병원 후보. 가천대 남측 산책권의 병원 안전망으로 활용 가능.	3	4	4	4	SMALL|MEDIUM|LARGE	TRUE	FALSE	TRUE	TRUE	온라인조사; 좌표보정; 진료정보확인필요	2026-05-22	정확한 병원명, 진료시간, 예약·주차·응급진료 여부 확인 필요.
hospital-geonguk-001	건국동물병원 후보	HOSPITAL	37.4439	127.1308	경기 성남시 수정구 수정로 131 인근	태평동·수진동 방향 동물병원 후보. 병원 방문 목적 루트 보강용.	3	4	4	4	SMALL|MEDIUM|LARGE	TRUE	FALSE	TRUE	TRUE	온라인조사; 좌표보정; 진료정보확인필요	2026-05-22	병원 운영 여부, 정확 주소, 진료과목, 예약·주차 여부 최종 확인 필요.
hospital-jungang-001	중앙동물병원 후보	HOSPITAL	37.4444	127.1313	경기 성남시 수정구 수정로 139 인근	태평동·수진동 방향 병원 후보. 병원 방문 루트 다양성 확보용.	3	4	4	4	SMALL|MEDIUM|LARGE	TRUE	FALSE	TRUE	TRUE	온라인조사; 좌표보정; 진료정보확인필요	2026-05-22	운영 여부, 진료시간, 예약·주차, 주요 진료과목 확인 필요.
store-puppyparadise-001	퍼피파라다이스 후보	PET_STORE	37.4581	127.1277	경기 성남시 수정구 성남대로1380번길 11-2 인근	복정동 반려동물 용품 구매 후보 지점. 산책 전후 용품 보충 루트에 활용 가능.	3	3	4	3	SMALL|MEDIUM	TRUE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 영업정보확인필요	2026-05-22	운영 여부, 실제 취급 품목, 반려견 동반 입장 가능 여부 확인 필요.
store-bnshop-001	비앤샵 후보	PET_STORE	37.4560	127.1282	경기 성남시 수정구 복정동 698 인근	복정동 반려동물 용품점 후보. 짧은 쇼핑·산책 복합 루트에 활용 가능.	3	3	4	3	SMALL|MEDIUM	TRUE	FALSE	FALSE	TRUE	온라인조사; 좌표보정; 영업정보확인필요	2026-05-22	운영 여부, 정확 주소, 반려견 동반 입장 가능 여부, 주차 가능 여부 확인 필요.
grooming-dogbarbershop-gyeon-001	강아지이발소 견 후보	GROOMING	37.4561	127.1285	경기 성남시 수정구 복정동 695-10 인근	복정동 애견미용 후보. 미용 전후 산책 루트 보강용.	4	4	4	4	SMALL|MEDIUM|LARGE	TRUE	FALSE	TRUE	TRUE	온라인조사; 좌표보정; 영업정보확인필요	2026-05-22	예약 방식, 미용 가능 견종, 운영시간, 주차 가능 여부 확인 필요.
grooming-bokjeong-care-001	복정동 반려견 미용 후보 지점	GROOMING	37.4570	127.1289	경기 성남시 수정구 복정동 일대	복정동 미용·목욕 서비스 후보 지점. 미용 목적 추천 루트 다양성 확보용.	3	3	4	3	SMALL|MEDIUM	TRUE	FALSE	TRUE	TRUE	지도좌표기반 후보지; 현장확인필요	2026-05-22	특정 매장 확정 전 임시 후보 지점. 실제 미용 가능 업체명, 운영시간, 예약 조건 확인 후 교체 권장.
park-gachon-campus-main-gate-001	가천대 정문 산책 연결 지점	PARK	37.45075	127.12915	경기 성남시 수정구 성남대로 1342 가천대학교 인근	가천대 정문 인근에서 탄천·가천대역 방면으로 산책을 시작하거나 복귀하기 좋은 연결 지점.	3	4	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	실제 공원 시설이 아닌 산책 경유점. 학교 주변 보행 동선, 반려견 출입 가능 구역, 보도 폭, 횡단보도 위치 확인 필요.
park-gachon-campus-south-loop-001	가천대 남측 보행 연결 지점	PARK	37.44865	127.13015	경기 성남시 수정구 성남대로 가천대학교 남측 인근	가천대 남측에서 태평동·탄천 방향으로 산책 루프를 만들기 위한 보행 경유점.	3	4	4	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	보행 안전성, 도로 횡단 여부, 야간 조명, 반려견 산책 적합성 현장 확인 필요.
park-gachon-campus-west-link-001	가천대 서측 탄천 연결 지점	PARK	37.45005	127.12745	가천대역·탄천 방향 보행 연결부	가천대에서 탄천 산책로 방향으로 이어지는 짧은 연결 경유점.	4	5	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	가천대역과 탄천 산책로 사이 연결성 확인 필요. 횡단보도와 인도 폭 확인 권장.
park-gachon-station-exit1-plaza-001	가천대역 1번출구 산책 시작 후보 지점	PARK	37.44895	127.12710	가천대역 1번출구 인근	가천대역에서 탄천 또는 학교 방향으로 산책을 시작하기 좋은 출발 후보 지점.	3	4	5	4	SMALL|MEDIUM|LARGE	FALSE	FALSE	FALSE	TRUE	지도좌표기반; 온라인조사; 현장확인필요	2026-05-22	역 출구 주변 혼잡도, 반려견 대기 가능 공간, 횡단보도 위치 확인 필요.
